StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2025-09-05T16:00:00Z,APXMIDP,2025-09-05,35,90.97,4012.750
2025-09-05T16:00:00Z,N2EXMIDP,2025-09-05,35,0.00,0.000
2025-09-05T15:30:00Z,APXMIDP,2025-09-05,34,77.69,3077.500
2025-09-05T15:30:00Z,N2EXMIDP,2025-09-05,34,0.00,0.000
2025-09-05T15:00:00Z,APXMIDP,2025-09-05,33,73.22,2879.100
2025-09-05T15:00:00Z,N2EXMIDP,2025-09-05,33,0.00,0.000
2025-09-05T14:30:00Z,APXMIDP,2025-09-05,32,71.13,2079.400
2025-09-05T14:30:00Z,N2EXMIDP,2025-09-05,32,0.00,0.000
2025-09-05T14:00:00Z,APXMIDP,2025-09-05,31,70.11,2107.550
2025-09-05T14:00:00Z,N2EXMIDP,2025-09-05,31,0.00,0.000
2025-09-05T13:30:00Z,APXMIDP,2025-09-05,30,69.38,2694.000
2025-09-05T13:30:00Z,N2EXMIDP,2025-09-05,30,0.00,0.000
2025-09-05T13:00:00Z,APXMIDP,2025-09-05,29,69.44,2866.950
2025-09-05T13:00:00Z,N2EXMIDP,2025-09-05,29,0.00,0.000
2025-09-05T12:30:00Z,APXMIDP,2025-09-05,28,70.02,2614.700
2025-09-05T12:30:00Z,N2EXMIDP,2025-09-05,28,0.00,0.000
2025-09-05T12:00:00Z,APXMIDP,2025-09-05,27,71.23,2857.300
2025-09-05T12:00:00Z,N2EXMIDP,2025-09-05,27,0.00,0.000
2025-09-05T11:30:00Z,APXMIDP,2025-09-05,26,72.64,3178.200
2025-09-05T11:30:00Z,N2EXMIDP,2025-09-05,26,0.00,0.000
2025-09-05T11:00:00Z,APXMIDP,2025-09-05,25,74.69,3376.900
2025-09-05T11:00:00Z,N2EXMIDP,2025-09-05,25,0.00,0.000
2025-09-05T10:30:00Z,APXMIDP,2025-09-05,24,72.19,3028.800
2025-09-05T10:30:00Z,N2EXMIDP,2025-09-05,24,0.00,0.000
2025-09-05T10:00:00Z,APXMIDP,2025-09-05,23,67.38,2758.600
2025-09-05T10:00:00Z,N2EXMIDP,2025-09-05,23,0.00,0.000
2025-09-05T09:30:00Z,APXMIDP,2025-09-05,22,65.66,2273.700
2025-09-05T09:30:00Z,N2EXMIDP,2025-09-05,22,0.00,0.000
2025-09-05T09:00:00Z,APXMIDP,2025-09-05,21,67.77,1899.150
2025-09-05T09:00:00Z,N2EXMIDP,2025-09-05,21,0.00,0.000
2025-09-05T08:30:00Z,APXMIDP,2025-09-05,20,67.41,1997.000
2025-09-05T08:30:00Z,N2EXMIDP,2025-09-05,20,0.00,0.000
2025-09-05T08:00:00Z,APXMIDP,2025-09-05,19,72.71,2242.100
2025-09-05T08:00:00Z,N2EXMIDP,2025-09-05,19,0.00,0.000
2025-09-05T07:30:00Z,APXMIDP,2025-09-05,18,75.68,2390.450
2025-09-05T07:30:00Z,N2EXMIDP,2025-09-05,18,0.00,0.000
2025-09-05T07:00:00Z,APXMIDP,2025-09-05,17,79.42,2119.550
2025-09-05T07:00:00Z,N2EXMIDP,2025-09-05,17,0.00,0.000
2025-09-05T06:30:00Z,APXMIDP,2025-09-05,16,94.18,2074.300
2025-09-05T06:30:00Z,N2EXMIDP,2025-09-05,16,0.00,0.000
2025-09-05T06:00:00Z,APXMIDP,2025-09-05,15,92.58,1701.800
2025-09-05T06:00:00Z,N2EXMIDP,2025-09-05,15,0.00,0.000
2025-09-05T05:30:00Z,APXMIDP,2025-09-05,14,90.61,1852.350
2025-09-05T05:30:00Z,N2EXMIDP,2025-09-05,14,0.00,0.000
2025-09-05T05:00:00Z,APXMIDP,2025-09-05,13,85.91,1363.350
2025-09-05T05:00:00Z,N2EXMIDP,2025-09-05,13,0.00,0.000
2025-09-05T04:30:00Z,APXMIDP,2025-09-05,12,73.46,838.500
2025-09-05T04:30:00Z,N2EXMIDP,2025-09-05,12,0.00,0.000
2025-09-05T04:00:00Z,APXMIDP,2025-09-05,11,70.57,837.500
2025-09-05T04:00:00Z,N2EXMIDP,2025-09-05,11,0.00,0.000
2025-09-05T03:30:00Z,APXMIDP,2025-09-05,10,65.65,935.500
2025-09-05T03:30:00Z,N2EXMIDP,2025-09-05,10,0.00,0.000
2025-09-05T03:00:00Z,APXMIDP,2025-09-05,9,66.43,954.600
2025-09-05T03:00:00Z,N2EXMIDP,2025-09-05,9,0.00,0.000
2025-09-05T02:30:00Z,APXMIDP,2025-09-05,8,66.97,976.400
2025-09-05T02:30:00Z,N2EXMIDP,2025-09-05,8,0.00,0.000
2025-09-05T02:00:00Z,APXMIDP,2025-09-05,7,67.90,1127.100
2025-09-05T02:00:00Z,N2EXMIDP,2025-09-05,7,0.00,0.000
2025-09-05T01:30:00Z,APXMIDP,2025-09-05,6,68.54,1455.250
2025-09-05T01:30:00Z,N2EXMIDP,2025-09-05,6,0.00,0.000
2025-09-05T01:00:00Z,APXMIDP,2025-09-05,5,68.38,1478.750
2025-09-05T01:00:00Z,N2EXMIDP,2025-09-05,5,0.00,0.000
2025-09-05T00:30:00Z,APXMIDP,2025-09-05,4,68.85,1283.650
2025-09-05T00:30:00Z,N2EXMIDP,2025-09-05,4,0.00,0.000
2025-09-05T00:00:00Z,APXMIDP,2025-09-05,3,71.26,1206.400
2025-09-05T00:00:00Z,N2EXMIDP,2025-09-05,3,0.00,0.000
2025-09-04T23:30:00Z,APXMIDP,2025-09-05,2,69.43,1135.300
2025-09-04T23:30:00Z,N2EXMIDP,2025-09-05,2,0.00,0.000
2025-09-04T23:00:00Z,APXMIDP,2025-09-05,1,70.55,1203.500
2025-09-04T23:00:00Z,N2EXMIDP,2025-09-05,1,0.00,0.000
2025-09-04T22:30:00Z,APXMIDP,2025-09-04,48,68.98,1299.250
2025-09-04T22:30:00Z,N2EXMIDP,2025-09-04,48,0.00,0.000
2025-09-04T22:00:00Z,APXMIDP,2025-09-04,47,78.04,1410.300
2025-09-04T22:00:00Z,N2EXMIDP,2025-09-04,47,0.00,0.000
2025-09-04T21:30:00Z,APXMIDP,2025-09-04,46,82.58,3149.600
2025-09-04T21:30:00Z,N2EXMIDP,2025-09-04,46,0.00,0.000
2025-09-04T21:00:00Z,APXMIDP,2025-09-04,45,82.92,2824.700
2025-09-04T21:00:00Z,N2EXMIDP,2025-09-04,45,0.00,0.000
2025-09-04T20:30:00Z,APXMIDP,2025-09-04,44,81.32,3190.400
2025-09-04T20:30:00Z,N2EXMIDP,2025-09-04,44,0.00,0.000
2025-09-04T20:00:00Z,APXMIDP,2025-09-04,43,84.19,3557.350
2025-09-04T20:00:00Z,N2EXMIDP,2025-09-04,43,0.00,0.000
2025-09-04T19:30:00Z,APXMIDP,2025-09-04,42,84.70,3538.600
2025-09-04T19:30:00Z,N2EXMIDP,2025-09-04,42,0.00,0.000
2025-09-04T19:00:00Z,APXMIDP,2025-09-04,41,84.68,3292.950
2025-09-04T19:00:00Z,N2EXMIDP,2025-09-04,41,0.00,0.000
2025-09-04T18:30:00Z,APXMIDP,2025-09-04,40,90.68,3974.350
2025-09-04T18:30:00Z,N2EXMIDP,2025-09-04,40,0.00,0.000
2025-09-04T18:00:00Z,APXMIDP,2025-09-04,39,82.74,3645.500
2025-09-04T18:00:00Z,N2EXMIDP,2025-09-04,39,0.00,0.000
2025-09-04T17:30:00Z,APXMIDP,2025-09-04,38,82.16,3398.250
2025-09-04T17:30:00Z,N2EXMIDP,2025-09-04,38,0.00,0.000
2025-09-04T17:00:00Z,APXMIDP,2025-09-04,37,81.57,3367.300
2025-09-04T17:00:00Z,N2EXMIDP,2025-09-04,37,0.00,0.000
2025-09-04T16:30:00Z,APXMIDP,2025-09-04,36,73.30,3469.500
2025-09-04T16:30:00Z,N2EXMIDP,2025-09-04,36,0.00,0.000
2025-09-04T16:00:00Z,APXMIDP,2025-09-04,35,72.77,3331.100
2025-09-04T16:00:00Z,N2EXMIDP,2025-09-04,35,0.00,0.000
2025-09-04T15:30:00Z,APXMIDP,2025-09-04,34,63.90,3233.900
2025-09-04T15:30:00Z,N2EXMIDP,2025-09-04,34,0.00,0.000
2025-09-04T15:00:00Z,APXMIDP,2025-09-04,33,64.79,3320.500
2025-09-04T15:00:00Z,N2EXMIDP,2025-09-04,33,0.00,0.000
2025-09-04T14:30:00Z,APXMIDP,2025-09-04,32,66.61,2545.800
2025-09-04T14:30:00Z,N2EXMIDP,2025-09-04,32,0.00,0.000
